model,question,question_type,source_id,source_chunk_seq,found_correct_chunk,num_results
emb_essays_all_minilm_22m,What is the key to making a startup recession-proof?,short,130,11,True,10
emb_essays_all_minilm_22m,What causes death in a startup according to the text?,short,130,11,False,10
emb_essays_all_minilm_22m,How can founders achieve success according to the text?,short,130,11,False,10
emb_essays_all_minilm_22m,Is running out of money a cause of failure for startups?,short,130,11,False,10
emb_essays_all_minilm_22m,What are some specific financial strategies that founders can employ to reduce their startup's operational costs and increase its chances of survival during an economic downturn?,long,130,11,False,10
emb_essays_all_minilm_22m,"In what ways do the author's suggestions for running a startup as ""the cockroaches of the corporate world"" reflect a broader business philosophy or approach, and how does this relate to the idea of being recession-proof?",long,130,11,True,10
emb_essays_all_minilm_22m,"How does the author argue that the cost-effectiveness of running a startup has changed over time, and what specific factors contribute to making it cheaper to operate a startup now compared to in previous years?",long,130,11,False,10
emb_essays_all_minilm_22m,"To what extent do you agree with the author's statement that ""running out of money"" is the immediate cause of death for most startups, and what alternative explanations or mitigating factors might there be?",long,130,11,False,10
emb_essays_all_minilm_22m,What is the main reason for a startup's immediate cause of death?,direct,130,11,False,10
emb_essays_all_minilm_22m,"According to the text, what are startups compared to in order to convey the idea of being resilient?",direct,130,11,False,10
emb_essays_all_minilm_22m,"What is the primary goal mentioned as the ""surest route to success"" for founders according to the text?",direct,130,11,False,10
emb_essays_all_minilm_22m,How does the author suggest that running out of money affects a startup?,direct,130,11,False,10
emb_essays_all_minilm_22m,What are some potential consequences for a startup that fails to manage its finances effectively?,implied,130,11,False,10
emb_essays_all_minilm_22m,How might a recession affect the ability of companies to secure funding and resources for their startups?,implied,130,11,False,10
emb_essays_all_minilm_22m,"In what ways can being ""cheap"" actually be an advantage for a startup, rather than just a necessary evil?",implied,130,11,False,10
emb_essays_all_minilm_22m,Can you think of any situations in which prioritizing cost-cutting measures might lead to negative outcomes for a startup?,implied,130,11,False,10
emb_essays_all_minilm_22m,"What does being ""recession-proof"" really mean in the context of a startup?",unclear,130,11,True,10
emb_essays_all_minilm_22m,How can a founder balance cost-cutting with other important business goals?,unclear,130,11,False,10
emb_essays_all_minilm_22m,"Is there more than one way to interpret the phrase ""the surest route to success""?",unclear,130,11,False,10
emb_essays_all_minilm_22m,Can a startup's operational costs be too low?,unclear,130,11,False,10
emb_essays_all_minilm_22m,What was liked most about learning Lisp initially?,short,122,9,True,10
emb_essays_all_minilm_22m,Was Lisp considered an equal partner in programming?,short,122,9,True,10
emb_essays_all_minilm_22m,How did Lisp differ from other languages learned?,short,122,9,True,10
emb_essays_all_minilm_22m,Could programmers modify Lisp like its own code?,short,122,9,True,10
emb_essays_all_minilm_22m,What specific aspects of the Lisp language structure allowed the author to feel like an equal partner in programming?,long,122,9,True,10
emb_essays_all_minilm_22m,How did the author's experience with other languages prior to learning Lisp influence their perception of the language and its relationship to their program code?,long,122,9,True,10
emb_essays_all_minilm_22m,"In what ways were the author's functions and macros indistinguishable from those that comprised the Lisp language itself, according to the text?",long,122,9,True,10
emb_essays_all_minilm_22m,"How does the author's description of rewriting the Lisp language compare to the concept of open-source software, and what implications does this similarity have for the author's experience with the language?",long,122,9,True,10
emb_essays_all_minilm_22m,What was the programmer's primary reason for liking Lisp?,direct,122,9,True,10
emb_essays_all_minilm_22m,How did the other languages differ from Lisp in terms of their relationship to the programmer's program?,direct,122,9,True,10
emb_essays_all_minilm_22m,In what way were the functions and macros written by the programmer similar to those that made up the language itself?,direct,122,9,False,10
emb_essays_all_minilm_22m,What software concept is comparable to the appeal of rewriting Lisp?,direct,122,9,True,10
emb_essays_all_minilm_22m,What aspect of Lisp's design made the author feel like an equal partner?,implied,122,9,True,10
emb_essays_all_minilm_22m,How does the author's experience with other programming languages contrast with their experience with Lisp?,implied,122,9,True,10
emb_essays_all_minilm_22m,What implication does the author draw from the similarity between user-written code and the language itself in Lisp?,implied,122,9,True,10
emb_essays_all_minilm_22m,In what way is the author's enthusiasm for Lisp similar to that felt by developers of open-source software?,implied,122,9,True,10
emb_essays_all_minilm_22m,What does it mean to be considered an equal partner in a programming language?,unclear,122,9,False,10
emb_essays_all_minilm_22m,Is there a distinction between a language and a program?,unclear,122,9,False,10
emb_essays_all_minilm_22m,How does Lisp's design relate to the idea of open-source software?,unclear,122,9,True,10
emb_essays_all_minilm_22m,Can a programmer truly rewrite the rules of a language they use?,unclear,122,9,False,10
emb_essays_all_minilm_22m,What kind of idea is Airbnb?,short,213,6,True,10
emb_essays_all_minilm_22m,Who funded Airbnb initially?,short,213,6,False,10
emb_essays_all_minilm_22m,Why did the investors fund Airbnb at first?,short,213,6,False,10
emb_essays_all_minilm_22m,How did Airbnb's founders support themselves early on?,short,213,6,True,10
emb_essays_all_minilm_22m,What specific details from the text suggest that the founders' background played a significant role in securing funding for Airbnb?,long,213,6,False,10
emb_essays_all_minilm_22m,"How does the author's tone and language convey their initial skepticism towards Airbnb's business model, and what implications does this have for the reader's perception of the idea?",long,213,6,False,10
emb_essays_all_minilm_22m,"In what ways do the facts presented in the text support or challenge the notion that the success of Airbnb can be attributed to a combination of innovative thinking and good fortune, rather than solely due to its originality as an idea?",long,213,6,False,10
emb_essays_all_minilm_22m,What specific aspects of Airbnb's business model did the funders initially doubt would be appealing to a large number of people?,long,213,6,False,10
emb_essays_all_minilm_22m,What is the name of the website mentioned in the text?,direct,213,6,False,10
emb_essays_all_minilm_22m,Who are the founders of Airbnb that the speaker liked so much?,direct,213,6,False,10
emb_essays_all_minilm_22m,What was the initial business venture of the Airbnb founders before they started their main company?,direct,213,6,True,10
emb_essays_all_minilm_22m,How did the founders initially support themselves financially?,direct,213,6,False,10
emb_essays_all_minilm_22m,What kind of impression does the text give about the founders of Airbnb?,implied,213,6,False,10
emb_essays_all_minilm_22m,How might the mention of the founders selling Obama and McCain branded breakfast cereal relate to their appeal to investors?,implied,213,6,False,10
emb_essays_all_minilm_22m,"What implication does the phrase ""on the right side of crazy"" have for the success of Airbnb?",implied,213,6,True,10
emb_essays_all_minilm_22m,"In what way is the tone of the text informal, and how does this contribute to its overall effect?",implied,213,6,False,10
emb_essays_all_minilm_22m,Was there something unconventional about Airbnb's initial business model?,unclear,213,6,True,10
emb_essays_all_minilm_22m,How did the founders' personal characteristics influence the decision to fund their company?,unclear,213,6,False,10
emb_essays_all_minilm_22m,What type of product might have seemed unusual or attention-grabbing enough for investors to take notice?,unclear,213,6,False,10
emb_essays_all_minilm_22m,"What's meant by ""the right side of crazy"" in this context?",unclear,213,6,False,10
emb_essays_all_minilm_22m,What is the main topic of the text?,short,87,15,False,10
emb_essays_all_minilm_22m,Is the internet economy small in size?,short,87,15,True,10
emb_essays_all_minilm_22m,How big is the overall global economy mentioned?,short,87,15,False,10
emb_essays_all_minilm_22m,Does the author think startups can dominate?,short,87,15,False,10
emb_essays_all_minilm_22m,"What specific factors contribute to the notion that Internet startups represent only a small portion of the global economy, and how do these characteristics influence their potential impact as an economic force?",long,87,15,True,10
emb_essays_all_minilm_22m,"In what ways do the existing economic structures and systems in the world limit or hinder the growth and dominance of Internet startups, potentially preventing them from having a profound effect on the global economy?",long,87,15,True,10
emb_essays_all_minilm_22m,"How does the rapidly changing nature of technology and innovation within the Internet startup sector contribute to its ability to shape the economy, and what specific technological advancements are most likely to drive this impact?",long,87,15,True,10
emb_essays_all_minilm_22m,"Can the trend of increasing investment in Internet startups be seen as a proxy for their potential influence on the world's economy, and if so, what specific indicators or metrics would need to be met in order for this trend to become a self-reinforcing cycle?",long,87,15,True,10
emb_essays_all_minilm_22m,What is the primary subject of discussion in the given text?,direct,87,15,False,10
emb_essays_all_minilm_22m,How does the author perceive the current size and influence of internet startups in relation to the global economy?,direct,87,15,True,10
emb_essays_all_minilm_22m,Is the author questioning the potential impact or power of internet startup trends?,direct,87,15,True,10
emb_essays_all_minilm_22m,What specific aspect of the world's economy is mentioned as a reference point by the author?,direct,87,15,False,10
emb_essays_all_minilm_22m,What assumptions is the author making about the significance of internet startups in the global economy?,implied,87,15,True,10
emb_essays_all_minilm_22m,How might the author's views on internet startups influence their stance on related policy issues?,implied,87,15,True,10
emb_essays_all_minilm_22m,What potential consequences could arise if investors become overly reliant on trends like those associated with internet startups?,implied,87,15,True,10
emb_essays_all_minilm_22m,In what ways does the author's skepticism towards internet startup trends suggest a broader critique of economic systems or technological advancements?,implied,87,15,True,10
emb_essays_all_minilm_22m,"What does it mean for an economic trend to be ""powerful""?",unclear,87,15,False,10
emb_essays_all_minilm_22m,Is there such a thing as too much influence from internet startups?,unclear,87,15,True,10
emb_essays_all_minilm_22m,Can trends ever truly be predicted with certainty?,unclear,87,15,False,10
emb_essays_all_minilm_22m,Do economic shifts always follow a predictable pattern?,unclear,87,15,False,10
emb_essays_all_minilm_22m,What is wrong with the narrator's dependence on books?,short,36,9,True,10
emb_essays_all_minilm_22m,Why does the narrator bring books on trips?,short,36,9,True,10
emb_essays_all_minilm_22m,What do the narrator's motives for bringing books reveal about them?,short,36,9,True,10
emb_essays_all_minilm_22m,What does the narrator compare reading to?,short,36,9,False,10
emb_essays_all_minilm_22m,"What motivates the author to bring specific types of books on trips, and how do these choices reflect their true intentions?",long,36,9,True,10
emb_essays_all_minilm_22m,"How does the author contrast their own reading habits with what might be considered ""virtuous"" or ""assigned reading in a college class"", and what implications does this contrast have for our understanding of their relationship with books?",long,36,9,True,10
emb_essays_all_minilm_22m,"In what ways is the author's reliance on books likened to an unhealthy eating habit, such as consuming jam instead of fruit, and how does this comparison shed light on their perspective on distraction and escapism?",long,36,9,True,10
emb_essays_all_minilm_22m,"What specific types of books does the author typically bring on trips, and how do these choices reflect their desire for distraction?",long,36,9,True,10
emb_essays_all_minilm_22m,What motivates the speaker to bring books on trips?,direct,36,9,True,10
emb_essays_all_minilm_22m,What type of reading material does the speaker typically bring on trips?,direct,36,9,True,10
emb_essays_all_minilm_22m,How does the speaker feel about their need for distraction from the world?,direct,36,9,True,10
emb_essays_all_minilm_22m,Why does the speaker compare bringing books to eating jam instead of fruit?,direct,36,9,True,10
emb_essays_all_minilm_22m,What underlying issue is the author struggling with in their relationship with reading?,implied,36,9,False,10
emb_essays_all_minilm_22m,How does the comparison of books to jam reveal the author's conflicted attitude towards their hobby?,implied,36,9,True,10
emb_essays_all_minilm_22m,"What social implications might arise from the author's habit of bringing ""virtuous"" books on trips, despite acknowledging its true purpose as a distraction?",implied,36,9,True,10
emb_essays_all_minilm_22m,In what way do the author's words suggest that they are attempting to maintain a sense of authenticity or integrity in their daily life?,implied,36,9,False,10
emb_essays_all_minilm_22m,What is being implied about the relationship between the narrator and their surroundings?,unclear,36,9,False,10
emb_essays_all_minilm_22m,How does the narrator's reliance on books relate to a broader issue with modern life?,unclear,36,9,True,10
emb_essays_all_minilm_22m,In what ways do the narrator's reading habits reflect or contradict their values?,unclear,36,9,False,10
emb_essays_all_minilm_22m,Is there a sense in which the narrator's actions are driven by a desire for escapism rather than genuine engagement?,unclear,36,9,False,10
emb_essays_all_minilm_22m,What kind of people enjoy seeing others punished?,short,35,19,True,10
emb_essays_all_minilm_22m,Who compete with one another in enforcing orthodoxy?,short,35,19,True,10
emb_essays_all_minilm_22m,Why can't enforcers allow a borderline idea to exist?,short,35,19,True,10
emb_essays_all_minilm_22m,How do other enforcers turn on their peers?,short,35,19,True,10
emb_essays_all_minilm_22m,"What specific psychological factors contribute to the aggressively conventional-minded individuals' tendency to enjoy seeing people punished, as mentioned in the text?",long,35,19,True,10
emb_essays_all_minilm_22m,"How does the competition among enforcers of orthodoxy relate to their need for moral superiority, as described in the passage?",long,35,19,True,10
emb_essays_all_minilm_22m,"In what ways can a borderline idea's existence compromise an individual's status as an enforcer of orthodoxy, according to the text?",long,35,19,True,10
emb_essays_all_minilm_22m,"What specific behaviors or actions contribute to being labeled as ""aggressively conventional-minded"", according to the text?",long,35,19,False,10
emb_essays_all_minilm_22m,What is the reason why some people find it hard to think for themselves?,direct,35,19,False,10
emb_essays_all_minilm_22m,Why do some individuals enjoy seeing people punished?,direct,35,19,True,10
emb_essays_all_minilm_22m,"In what context are ""enforcers of orthodoxy"" competing with one another?",direct,35,19,True,10
emb_essays_all_minilm_22m,What would happen if a borderline idea were allowed to exist among enforcers of orthodoxy?,direct,35,19,True,10
emb_essays_all_minilm_22m,What underlying motivations might lead individuals to enjoy seeing others punished?,implied,35,19,True,10
emb_essays_all_minilm_22m,How does the desire for moral superiority among enforcers of orthodoxy contribute to their behavior towards borderline ideas?,implied,35,19,True,10
emb_essays_all_minilm_22m,In what ways do enforcers of orthodoxy view the existence of a borderline idea as a threat to their own status and power?,implied,35,19,True,10
emb_essays_all_minilm_22m,What implications might arise from allowing a culture in which individuals are encouraged to compete over who can enforce the most rigid moral standards?,implied,35,19,True,10
emb_essays_all_minilm_22m,What's at play when conventional thinking is challenged?,unclear,35,19,False,10
emb_essays_all_minilm_22m,How does the desire for punishment affect relationships with others?,unclear,35,19,True,10
emb_essays_all_minilm_22m,In what ways do people compete over moral superiority?,unclear,35,19,False,10
emb_essays_all_minilm_22m,Can individuals who value conformity ever truly change their perspectives?,unclear,35,19,False,10
emb_essays_all_minilm_22m,What does Y Combinator advise founders to do?,short,104,4,False,10
emb_essays_all_minilm_22m,How does raising money affect a founder's behavior?,short,104,4,False,10
emb_essays_all_minilm_22m,"What is the ""fatal pinch"" in this context?",short,104,4,True,10
emb_essays_all_minilm_22m,Can having enough funding make future investments easier?,short,104,4,False,10
emb_essays_all_minilm_22m,"What specific actions can founders take according to Y Combinator's advice, in order to avoid being caught in the fatal pinch when raising money?",long,104,4,True,10
emb_essays_all_minilm_22m,"How does the self-reinforcing nature of needing investment affect a startup's ability to secure future funding, and what implications does this have for its growth prospects?",long,104,4,False,10
emb_essays_all_minilm_22m,"In what ways can a founder who has raised money act ""as if it's the last they'll ever get"", and how might this mindset impact their decision-making and resource allocation?",long,104,4,False,10
emb_essays_all_minilm_22m,"Can you give an example of how a startup that is initially successful in raising money might eventually find itself trapped by the fatal pinch, and what warning signs or indicators might suggest this is happening?",long,104,4,False,10
emb_essays_all_minilm_22m,What does the fatal pinch refer to in this context?,direct,104,4,True,10
emb_essays_all_minilm_22m,What advice does Y Combinator give to founders who raise money?,direct,104,4,True,10
emb_essays_all_minilm_22m,What is the self-reinforcing nature that Y Combinator refers to?,direct,104,4,False,10
emb_essays_all_minilm_22m,How can having a small amount of investment make it easier for founders to receive further investment?,direct,104,4,False,10
emb_essays_all_minilm_22m,What are the potential consequences for a founder who fails to adopt Y Combinator's advice and continues to seek additional funding?,implied,104,4,True,10
emb_essays_all_minilm_22m,"How does the concept of ""the last [funding] they'll ever get"" relate to the idea of a self-reinforcing cycle, and what are the implications for a startup's growth trajectory?",implied,104,4,False,10
emb_essays_all_minilm_22m,In what ways might a founder who follows Y Combinator's advice be at an advantage over competitors who do not adopt this strategy?,implied,104,4,True,10
emb_essays_all_minilm_22m,"What does it mean for a founder to ""act as if it's the last they'll ever get,"" and how might this mindset influence their decision-making about resource allocation?",implied,104,4,False,10
emb_essays_all_minilm_22m,What are some common pitfalls that entrepreneurs face when dealing with investors?,unclear,104,4,False,10
emb_essays_all_minilm_22m,Can avoiding a fatal pinch have unintended consequences in the long run?,unclear,104,4,True,10
emb_essays_all_minilm_22m,How does the mindset of an entrepreneur change after receiving significant funding?,unclear,104,4,False,10
emb_essays_all_minilm_22m,Is it possible for a company to thrive without relying on outside investment?,unclear,104,4,False,10
emb_essays_all_minilm_22m,What is the main idea of this text?,short,92,154,False,10
emb_essays_all_minilm_22m,Who benefits from less stress in total?,short,92,154,False,10
emb_essays_all_minilm_22m,Is web-based software better than desktop software?,short,92,154,True,10
emb_essays_all_minilm_22m,What advantage does web-based software give startups?,short,92,154,True,10
emb_essays_all_minilm_22m,What specific aspect of web-based software is mentioned as causing more stress for programmers than desktop software?,long,92,154,True,10
emb_essays_all_minilm_22m,"In what context is the statement ""That's not necessarily bad news"" made, and how does it relate to startups competing with big companies?",long,92,154,False,10
emb_essays_all_minilm_22m,How does the author suggest that web-based applications can be used by a startup to gain an advantage over its competitors in terms of work output?,long,92,154,True,10
emb_essays_all_minilm_22m,"What type of company or entity is implied to typically ask for more resources than a typical startup, according to the text?",long,92,154,False,10
emb_essays_all_minilm_22m,What type of software forces users to become system administrators?,direct,92,154,True,10
emb_essays_all_minilm_22m,Which group experiences less stress in total according to the text?,direct,92,154,False,10
emb_essays_all_minilm_22m,Is it necessarily bad news that programmers experience more stress?,direct,92,154,False,10
emb_essays_all_minilm_22m,How do web-based applications help a startup compete with a big company?,direct,92,154,True,10
emb_essays_all_minilm_22m,What are some of the potential downsides for programmers who work on web-based software?,implied,92,154,True,10
emb_essays_all_minilm_22m,How does the shift from desktop to web-based software impact the competitive landscape between startups and large companies?,implied,92,154,True,10
emb_essays_all_minilm_22m,"In what ways can web-based applications help a startup outwork its competitors, according to the text?",implied,92,154,True,10
emb_essays_all_minilm_22m,"What is implied by the phrase ""no startup asks for more"" in this context?",implied,92,154,False,10
emb_essays_all_minilm_22m,"What does ""less stress in total"" really mean in this context?",unclear,92,154,False,10
emb_essays_all_minilm_22m,Is being a system administrator inherently less stressful than being a programmer?,unclear,92,154,True,10
emb_essays_all_minilm_22m,How might the presence of web-based software affect the competitive landscape of an industry?,unclear,92,154,True,10
emb_essays_all_minilm_22m,Does the author imply that startups have an unfair advantage over established companies?,unclear,92,154,False,10
emb_essays_all_minilm_22m,Who is thanked for reading the draft?,short,17,66,True,10
emb_essays_all_minilm_22m,What are the names mentioned in the text?,short,17,66,False,10
emb_essays_all_minilm_22m,How many people are thanked by name?,short,17,66,False,10
emb_essays_all_minilm_22m,What is the purpose of thanking these individuals?,short,17,66,False,10
emb_essays_all_minilm_22m,What are the names of the individuals who provided feedback on the draft of the text mentioned in the acknowledgments?,long,17,66,True,10
emb_essays_all_minilm_22m,Who is the person credited with reading multiple drafts of the text being acknowledged in the statement?,long,17,66,True,10
emb_essays_all_minilm_22m,"Can you identify any notable characteristics or commonalities among the individuals listed as having read the draft, such as their profession or area of expertise?",long,17,66,True,10
emb_essays_all_minilm_22m,"Are there any other types of contributors or stakeholders implied by the phrase ""reading drafts"" that are not explicitly mentioned in the acknowledgments?",long,17,66,True,10
emb_essays_all_minilm_22m,Who is Sam Altman?,direct,17,66,False,10
emb_essays_all_minilm_22m,What are the names of four other individuals who read drafts of the text besides Sam Altman?,direct,17,66,True,10
emb_essays_all_minilm_22m,How many people in total read drafts of the text according to the acknowledgments?,direct,17,66,False,10
emb_essays_all_minilm_22m,What is Paul Buchheit's role mentioned in the acknowledgments?,direct,17,66,True,10
emb_essays_all_minilm_22m,How does the mention of these individuals' names impact the credibility or perceived value of the text?,implied,17,66,False,10
emb_essays_all_minilm_22m,What kind of relationship do you think the author has with these individuals based on their inclusion in the acknowledgments section?,implied,17,66,True,10
emb_essays_all_minilm_22m,"Why might it be significant that Sam Altman, Paul Buchheit, Jessica Livingston, Robert Morris, and Fred Wilson are specifically mentioned as readers of drafts, rather than simply being thanked for general support or encouragement?",implied,17,66,True,10
emb_essays_all_minilm_22m,What kind of expertise or influence do you think these individuals bring to the text through their involvement in its development?,implied,17,66,False,10
emb_essays_all_minilm_22m,Who benefited from these individuals' actions?,unclear,17,66,False,10
emb_essays_all_minilm_22m,"What is implied by the phrase ""reading drafts"" in this context?",unclear,17,66,True,10
emb_essays_all_minilm_22m,Can we infer anything about the relationship between the author and these individuals?,unclear,17,66,False,10
emb_essays_all_minilm_22m,How might their involvement have influenced the final product?,unclear,17,66,False,10
emb_essays_all_minilm_22m,What three locations would you consider starting a startup?,short,196,124,True,10
emb_essays_all_minilm_22m,Where is Kendall located compared to other options?,short,196,124,True,10
emb_essays_all_minilm_22m,Why do you find Kendall too sterile?,short,196,124,False,10
emb_essays_all_minilm_22m,Which avenues have startups in Palo Alto?,short,196,124,True,10
emb_essays_all_minilm_22m,What specific qualities about these locations do you believe would contribute to a successful startup environment?,long,196,124,True,10
emb_essays_all_minilm_22m,"How does the author's mention of Kendall being ""too sterile"" suggest their preference for certain types of environments in a startup location?",long,196,124,True,10
emb_essays_all_minilm_22m,"In what ways might the proximity to universities, such as Harvard or Berkeley, impact the availability of talent and resources for startups located in these areas?",long,196,124,False,10
emb_essays_all_minilm_22m,"Can you infer from the text why the author believes University or California Aves in Palo Alto would be suitable locations for a startup, given that they are not explicitly described as having a unique ""vibe""?",long,196,124,True,10
emb_essays_all_minilm_22m,What are the three locations you would consider starting a startup near Central Square?,direct,196,124,True,10
emb_essays_all_minilm_22m,Where is Kendall located in relation to the other options mentioned?,direct,196,124,False,10
emb_essays_all_minilm_22m,Which two avenues in Palo Alto are considered suitable for starting a startup?,direct,196,124,True,10
emb_essays_all_minilm_22m,What is the geographical location of campus in Berkeley?,direct,196,124,True,10
emb_essays_all_minilm_22m,"What specific characteristics about these locations make them desirable for starting a startup, according to the author?",implied,196,124,True,10
emb_essays_all_minilm_22m,Why does the author consider Kendall too sterile compared to other options?,implied,196,124,False,10
emb_essays_all_minilm_22m,How might the author's preference for certain neighborhoods influence their choice of company culture or target audience?,implied,196,124,False,10
emb_essays_all_minilm_22m,What underlying assumptions might be driving the author's decision to focus on areas near universities and public transportation hubs?,implied,196,124,False,10
emb_essays_all_minilm_22m,What kind of environment does the author associate with a successful startup?,unclear,196,124,False,10
emb_essays_all_minilm_22m,Is the author looking to escape urban environments when starting a business?,unclear,196,124,False,10
emb_essays_all_minilm_22m,"Why does the author consider Kendall Square too ""sterile"" for a startup?",unclear,196,124,False,10
emb_essays_all_minilm_22m,"Are there any specific factors that contribute to the ""right kind of vibe"" in the locations mentioned?",unclear,196,124,False,10
emb_essays_all_minilm_22m,What is the main topic of this text?,short,198,15,False,10
emb_essays_all_minilm_22m,Who is mentioned as saving a struggling company?,short,198,15,False,10
emb_essays_all_minilm_22m,In what ways did Steve Jobs turn around Apple?,short,198,15,False,10
emb_essays_all_minilm_22m,How do some CEOs' high incomes reflect wrongdoing?,short,198,15,True,10
emb_essays_all_minilm_22m,"What specific actions did Steve Jobs take to turn around Apple, and how did these decisions contribute to his high income?",long,198,15,True,10
emb_essays_all_minilm_22m,How do you think the distinction between CEOs whose incomes reflect wrongdoing versus those who generate wealth through legitimate means can be determined or verified in a fair and objective manner?,long,198,15,True,10
emb_essays_all_minilm_22m,"Can you identify any potential conflicts of interest or biases that might arise when evaluating the income of CEOs like Steve Jobs, given their significant influence over the direction and success of their companies?",long,198,15,True,10
emb_essays_all_minilm_22m,"In what ways do you think the financial rewards for CEOs who successfully turn around struggling companies, such as Steve Jobs did at Apple, reflect a fair balance between personal gain and social responsibility?",long,198,15,True,10
emb_essays_all_minilm_22m,What specific wrongdoing is being implied among some CEOs' incomes?,direct,198,15,True,10
emb_essays_all_minilm_22m,How did Steve Jobs go about deciding on Apple's next products?,direct,198,15,False,10
emb_essays_all_minilm_22m,What was the state of Apple when Steve Jobs took over?,direct,198,15,False,10
emb_essays_all_minilm_22m,"What is meant by a ""turnaround specialist"" in this context?",direct,198,15,False,10
emb_essays_all_minilm_22m,What kind of wrongdoing is implied when the text mentions CEOs' incomes?,implied,198,15,True,10
emb_essays_all_minilm_22m,How might the wealth generated by Steve Jobs compare to that of other CEOs whose incomes are higher but may not reflect significant contributions to their company's success?,implied,198,15,True,10
emb_essays_all_minilm_22m,"What does the author mean by ""terminal decline"" and how did Steve Jobs turn it around?",implied,198,15,False,10
